Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Panier,shipping_delay,profit_margin,delivery_time
959,CA-2017-102414,2017-05-15,2017-05-18,Second Class,ede70f867ee89362688eaf5b9d4548d156f66a923ef0cd26aaf4173254c67637,Consumer,United States,Phoenix,Phoenix,85023.0,West,OFF-PA-10002333,Office Supplies,Paper,"Universal Ultra Bright White Copier/Laser Paper, 8 1/2"" x 11"", Ream",15.552,3.0,0.2,5.6376,"Universal Ultra Bright White Copier/Laser Paper, 8 1/2"" x 11"", Ream",3 days,0.3625,3.0
960,CA-2015-112571,2015-09-22,2015-09-22,Same Day,a14624e593d5fe1635de353c585b7a6f0cf315e67cd5c9780af130903783ea55,Consumer,United States,Oceanside,Oceanside,92054.0,West,FUR-FU-10004188,Furniture,Furnishings,Luxo Professional Combination Clamp-On Lamps,204.6,2.0,0.0,53.196,Luxo Professional Combination Clamp-On Lamps,0 days,0.26,0.0
961,CA-2017-152142,2017-11-14,2017-11-19,Standard Class,7c8079ced9e87c24e7bfc2e76bfdece96d7383fd30a348c4d69d4db2c002af11,Corporate,United States,San Francisco,San Francisco,94110.0,West,FUR-CH-10002965,Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",321.568,2.0,0.2,28.1372,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",5 days,0.08750000000000001,5.0
962,CA-2015-160059,2015-11-27,2015-12-01,Standard Class,e3d7debcd0f1723ea6e5c4dc89a7625f88c663946cdda4947f1eda110401ecc1,Home Office,United States,Fayetteville,Fayetteville,72701.0,South,OFF-BI-10000145,Office Supplies,Binders,Zipper Ring Binder Pockets,6.24,2.0,0.0,3.0576,Zipper Ring Binder Pockets,4 days,0.48999999999999994,4.0
963,CA-2016-120859,2016-09-01,2016-09-04,First Class,e950fecebe8703c480d06a3580c1ab9fa6b040ee6bb8c95d7cc5cd65c425a188,Corporate,United States,San Francisco,San Francisco,94110.0,West,OFF-EN-10001335,Office Supplies,Envelopes,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",21.88,2.0,0.0,10.94,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",3 days,0.5,3.0
964,CA-2014-127488,2014-09-22,2014-09-24,Second Class,18e780c8b5090b029818e6ae6ea451713b832432bd1bdee2c45996f5e503c6c0,Consumer,United States,Boca Raton,Boca Raton,33433.0,South,OFF-LA-10001613,Office Supplies,Labels,Avery File Folder Labels,4.608,2.0,0.2,1.6704,Avery File Folder Labels,2 days,0.36250000000000004,2.0
965,CA-2017-135279,2017-04-09,2017-04-11,First Class,63e0d6ef363a7725ba9ec7e594247597de431cdf4238480e077a7eebe0815603,Home Office,United States,New York City,New York City,10011.0,East,OFF-LA-10004055,Office Supplies,Labels,Color-Coded Legal Exhibit Labels,9.82,2.0,0.0,4.8118,Color-Coded Legal Exhibit Labels,2 days,0.49,2.0
966,CA-2017-135279,2017-04-09,2017-04-11,Standard Class,63e0d6ef363a7725ba9ec7e594247597de431cdf4238480e077a7eebe0815603,Home Office,United States,New York City,New York City,10011.0,East,OFF-AR-10004344,Office Supplies,Art,Bulldog Vacuum Base Pencil Sharpener,35.97,3.0,0.0,9.7119,Bulldog Vacuum Base Pencil Sharpener,2 days,0.27,2.0
967,CA-2017-135279,2017-04-09,2017-04-11,First Class,63e0d6ef363a7725ba9ec7e594247597de431cdf4238480e077a7eebe0815603,Home Office,United States,New York City,New York City,10011.0,East,OFF-PA-10004621,Office Supplies,Paper,Xerox 212,12.96,2.0,0.0,6.2208,Xerox 212,2 days,0.4799999999999999,2.0
968,CA-2017-135279,2017-04-09,2017-04-11,First Class,63e0d6ef363a7725ba9ec7e594247597de431cdf4238480e077a7eebe0815603,Home Office,United States,New York City,New York City,10011.0,East,OFF-PA-10001281,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Fine Perforations,191.6,4.0,0.0,7.2576,Computer Printout Paper with Letter-Trim Fine Perforations,2 days,0.03787891440501044,2.0
969,CA-2017-135279,2017-04-09,2017-04-11,First Class,63e0d6ef363a7725ba9ec7e594247597de431cdf4238480e077a7eebe0815603,Home Office,United States,New York City,New York City,10011.0,East,OFF-LA-10001613,Office Supplies,Labels,Avery File Folder Labels,8.64,3.0,0.0,4.2336,Avery File Folder Labels,2 days,0.49,2.0
970,CA-2017-135279,2017-04-09,2017-04-11,First Class,63e0d6ef363a7725ba9ec7e594247597de431cdf4238480e077a7eebe0815603,Home Office,United States,New York City,New York City,10035.0,East,OFF-ST-10001097,Office Supplies,Storage,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,40.74,3.0,0.0,0.0,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,2 days,0.0,2.0
971,CA-2014-115791,2014-01-16,2014-01-18,Second Class,726489c622c22ad3249a734230d5b71edcb6d8c5e8b274ccb77fa41f9e0378d7,Consumer,United States,Philadelphia,Philadelphia,19134.0,East,FUR-FU-10001095,Furniture,Furnishings,DAX Black Cherry Wood-Tone Poster Frame,127.104,6.0,0.2,28.5984,DAX Black Cherry Wood-Tone Poster Frame,2 days,0.225,2.0
972,CA-2014-115791,2014-01-16,2014-01-18,Second Class,c72b076609bc79332e52e2362b43733fe82d8900be909c670c720c11bd4efe80,Consumer,United States,Philadelphia,Philadelphia,19134.0,East,TEC-PH-10004614,Technology,Phones,AT&T 841000 Phone,124.2,3.0,0.4,-31.05,AT&T 841000 Phone,2 days,-0.25,2.0
973,CA-2014-115791,2014-01-16,2014-01-18,Second Class,726489c622c22ad3249a734230d5b71edcb6d8c5e8b274ccb77fa41f9e0378d7,Consumer,United States,Philadelphia,Philadelphia,19134.0,East,OFF-BI-10001575,Office Supplies,Binders,GBC Linen Binding Covers,18.588,2.0,0.0,-13.6312,GBC Linen Binding Covers,2 days,-0.7333333333333333,2.0
974,CA-2014-115791,2014-01-16,2014-01-18,Second Class,726489c622c22ad3249a734230d5b71edcb6d8c5e8b274ccb77fa41f9e0378d7,Consumer,United States,Philadelphia,Philadelphia,19134.0,East,OFF-LA-10001074,Office Supplies,Labels,Round Specialty Laser Printer Labels,30.072,3.0,0.2,10.1493,Round Specialty Laser Printer Labels,2 days,0.3375,2.0
975,US-2017-103247,2017-10-05,2017-10-08,Second Class,87f446bc3e44608598a0fa5154197bc29bc5d5f93eed2c0475a53b58bb9a7440,Home Office,United States,New York City,New York City,10011.0,East,TEC-PH-10003555,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,160.93,7.0,0.0,3.2186,Motorola HK250 Universal Bluetooth Headset,3 days,0.019999999999999997,3.0
976,US-2017-103247,2017-10-05,2017-10-08,Second Class,87f446bc3e44608598a0fa5154197bc29bc5d5f93eed2c0475a53b58bb9a7440,Home Office,United States,New York City,New York City,10011.0,East,OFF-BI-10004492,Office Supplies,Binders,Tuf-Vin Binders,75.792,3.0,0.2,25.5798,Tuf-Vin Binders,3 days,0.33749999999999997,3.0
977,US-2017-100209,2017-07-09,2017-07-15,Standard Class,7501160fd5e8d90c7f1d80d59fc98e9efda931f68897716cb7efe4a75d3cc415,Consumer,United States,Portland,Portland,97206.0,West,OFF-BI-10002012,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,1.08,2.0,0.0,-0.792,Wilson Jones Easy Flow II Sheet Lifters,6 days,-0.7333333333333333,6.0
978,CA-2017-159366,2017-01-07,2017-01-10,First Class,d8f7206fd994c1e9611a2505f2c628d2c9f7280746a11b4acba1a8b40dd8c94f,Corporate,United States,Detroit,Detroit,48205.0,Central,TEC-MA-10000822,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,40.74,2.0,0.1,7.2576,Lexmark MX611dhe Monochrome Laser Printer,3 days,0.1781443298969072,3.0
979,CA-2016-145499,2016-05-30,2016-05-31,First Class,28b5e1e4b82e23aa90b5699fb8159469669fc0ebb25c6ee975135670f99026ed,Consumer,United States,Wilmington,Wilmington,28403.0,South,OFF-BI-10000848,Office Supplies,Binders,Angle-D Ring Binders,3.282,2.0,0.0,-2.6256,Angle-D Ring Binders,1 days,-0.7999999999999999,1.0
980,CA-2015-157035,2015-12-09,2015-12-12,First Class,08d05646fc39bbe28a8e36601be2d3844a895c231a882e220539c7481ce843e9,Corporate,United States,Columbus,Columbus,47201.0,Central,OFF-PA-10004156,Office Supplies,Paper,Xerox 188,34.02,3.0,0.0,16.6698,Xerox 188,3 days,0.48999999999999994,3.0
981,CA-2016-144939,2016-10-03,2016-10-08,Standard Class,fce7212c6ff39469b1be038fbaa449e1dcbc08e79c640ac8ccc469d3bb08ae1f,Consumer,United States,New York City,New York City,10035.0,East,FUR-CH-10003199,Furniture,Chairs,Office Star - Contemporary Task Swivel Chair,40.74,6.0,0.1,7.2576,Office Star - Contemporary Task Swivel Chair,5 days,0.1781443298969072,5.0
982,CA-2014-163419,2014-11-11,2014-11-14,Second Class,18534d3f963ce903bc02977190506fe153524c922f98ee896649193a6eb192a4,Consumer,United States,Louisville,Louisville,80027.0,West,OFF-AR-10000034,Office Supplies,Art,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",3.392,1.0,0.2,0.8056,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",3 days,0.2375,3.0
983,CA-2014-163419,2014-11-11,2014-11-14,Second Class,18534d3f963ce903bc02977190506fe153524c922f98ee896649193a6eb192a4,Consumer,United States,Louisville,Louisville,80027.0,West,TEC-PH-10000560,Technology,Phones,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),40.74,2.0,0.2,55.9984,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),3 days,1.3745311732940597,3.0
984,CA-2014-163419,2014-11-11,2014-11-14,Second Class,18534d3f963ce903bc02977190506fe153524c922f98ee896649193a6eb192a4,Consumer,United States,Louisville,Louisville,80027.0,West,FUR-CH-10000665,Furniture,Chairs,"Global Airflow Leather Mesh Back Chair, Black",40.74,5.0,0.2,7.2576,"Global Airflow Leather Mesh Back Chair, Black",3 days,0.1781443298969072,3.0
985,CA-2017-100314,2017-09-29,2017-10-05,Standard Class,ebb43a06d0bdfaa3a610dd2731e5cb6d8875246a171032d2653785d06e6b2345,Home Office,United States,Pasadena,Pasadena,77506.0,Central,OFF-LA-10001569,Office Supplies,Labels,Avery 499,7.968,2.0,0.2,2.5896,Avery 499,6 days,0.325,6.0
986,CA-2017-100314,2017-09-29,2017-10-05,Standard Class,ebb43a06d0bdfaa3a610dd2731e5cb6d8875246a171032d2653785d06e6b2345,Home Office,United States,Pasadena,Pasadena,77506.0,Central,OFF-EN-10000461,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",27.968,4.0,0.2,9.4392,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",6 days,0.33749999999999997,6.0
987,CA-2017-100314,2017-09-29,2017-10-05,Standard Class,ebb43a06d0bdfaa3a610dd2731e5cb6d8875246a171032d2653785d06e6b2345,Home Office,United States,Pasadena,Pasadena,77506.0,Central,TEC-MA-10003066,Technology,Machines,Wasp CCD Handheld Bar Code Reader,336.51,3.0,0.4,44.868,Wasp CCD Handheld Bar Code Reader,6 days,0.13333333333333333,6.0
988,CA-2015-146829,2015-03-10,2015-03-10,Same Day,9a10cc26d6dcb71b595df960d13daae74f3c631abec85d4c72c471786e0214c5,Consumer,United States,Houston,Houston,77041.0,Central,OFF-BI-10004022,Office Supplies,Binders,Acco Suede Grain Vinyl Round Ring Binder,1.112,2.0,0.0,-1.8904,Acco Suede Grain Vinyl Round Ring Binder,0 days,-1.7,0.0
989,CA-2017-167899,2017-05-21,2017-05-26,Standard Class,7061644fd4bcb170a3a8267205cdaebede9b83bcb589c3e1bbb8ae058ef1cf49,Corporate,United States,Auburn,Auburn,13021.0,East,FUR-FU-10004071,Furniture,Furnishings,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,40.74,5.0,0.0,7.2576,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,5 days,0.1781443298969072,5.0
990,CA-2017-167899,2017-05-21,2017-05-26,Standard Class,7061644fd4bcb170a3a8267205cdaebede9b83bcb589c3e1bbb8ae058ef1cf49,Corporate,United States,Auburn,Auburn,13021.0,East,OFF-AR-10001988,Office Supplies,Art,Bulldog Table or Wall-Mount Pencil Sharpener,17.97,3.0,0.0,5.2113,Bulldog Table or Wall-Mount Pencil Sharpener,5 days,0.29,5.0
991,CA-2015-153549,2015-03-29,2015-03-31,Second Class,cf4a83c03f2498fe3ed99c4450749e819092c1bc7ab2f9928a250dd29513f6ec,Home Office,United States,Jacksonville,Jacksonville,32216.0,South,FUR-CH-10004086,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,40.74,5.0,0.2,7.2576,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,2 days,0.1781443298969072,2.0
992,CA-2016-110023,2016-09-09,2016-09-11,First Class,dedabc9b906ab54cfe64044e03821943d39da7a805a59a0a9246dbc717abca77,Consumer,United States,New York City,New York City,10024.0,East,OFF-BI-10001036,Office Supplies,Binders,Cardinal EasyOpen D-Ring Binders,14.624,2.0,0.2,5.484,Cardinal EasyOpen D-Ring Binders,2 days,0.375,2.0
993,CA-2016-105585,2016-08-26,2016-08-27,First Class,52ff0ebb31d5071d4cbca0a86417c6aa9d08de9453b9a0bb5d500520b5517d9e,Consumer,United States,San Jose,San Jose,95123.0,West,OFF-FA-10002983,Office Supplies,Fasteners,Advantus SlideClip Paper Clips,10.23,3.0,0.0,4.9104,Advantus SlideClip Paper Clips,1 days,0.48,1.0
994,CA-2016-105585,2016-08-26,2016-08-27,First Class,52ff0ebb31d5071d4cbca0a86417c6aa9d08de9453b9a0bb5d500520b5517d9e,Consumer,United States,San Jose,San Jose,95123.0,West,OFF-PA-10003625,Office Supplies,Paper,Xerox 1979,154.9,5.0,0.0,69.705,Xerox 1979,1 days,0.44999999999999996,1.0
995,CA-2014-117639,2014-05-21,2014-05-25,Standard Class,b6d9162762eab1c56451a338b2ede6819f5300ec8b0a97173c927359c4f2b35e,Corporate,United States,Virginia Beach,Virginia Beach,23464.0,South,OFF-BI-10003925,Office Supplies,Binders,Fellowes PB300 Plastic Comb Binding Machine,40.74,7.0,0.0,7.2576,Fellowes PB300 Plastic Comb Binding Machine,4 days,0.1781443298969072,4.0
996,CA-2014-117639,2014-05-21,2014-05-25,Standard Class,b6d9162762eab1c56451a338b2ede6819f5300ec8b0a97173c927359c4f2b35e,Corporate,United States,Virginia Beach,Virginia Beach,23464.0,South,TEC-PH-10001530,Technology,Phones,Plantronics Voyager Pro Legend,40.74,3.0,0.0,7.2576,Plantronics Voyager Pro Legend,4 days,0.1781443298969072,4.0
997,CA-2015-162537,2015-10-28,2015-11-03,Standard Class,6cd60d9de9edad8925a51eb6793bacf1eb2ee5b696f8e524ffe3284ad6c5d577,Consumer,United States,Henderson,Henderson,42420.0,South,OFF-EN-10003862,Office Supplies,Envelopes,Laser & Ink Jet Business Envelopes,10.67,1.0,0.0,4.9082,Laser & Ink Jet Business Envelopes,6 days,0.46,6.0
998,CA-2015-162537,2015-10-28,2015-11-03,Standard Class,6cd60d9de9edad8925a51eb6793bacf1eb2ee5b696f8e524ffe3284ad6c5d577,Consumer,United States,Henderson,Henderson,42420.0,South,OFF-ST-10004258,Office Supplies,Storage,Portable Personal File Box,36.63,3.0,0.0,9.8901,Portable Personal File Box,6 days,0.27,6.0
999,CA-2015-162537,2015-10-28,2015-11-03,Standard Class,6cd60d9de9edad8925a51eb6793bacf1eb2ee5b696f8e524ffe3284ad6c5d577,Consumer,United States,Henderson,Henderson,42420.0,South,FUR-FU-10002885,Furniture,Furnishings,Magna Visual Magnetic Picture Hangers,24.1,5.0,0.0,9.158,Magna Visual Magnetic Picture Hangers,6 days,0.37999999999999995,6.0
1000,CA-2015-162537,2015-10-28,2015-11-03,Standard Class,6cd60d9de9edad8925a51eb6793bacf1eb2ee5b696f8e524ffe3284ad6c5d577,Consumer,United States,Henderson,Henderson,42420.0,South,FUR-FU-10001918,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,33.11,7.0,0.0,12.9129,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,6 days,0.39,6.0
1001,CA-2016-155488,2016-11-13,2016-11-17,Standard Class,d694df1801a82b53d134cbf94e6ae05415ce715eae1e7021f240e2a010b84d84,Home Office,United States,Vancouver,Vancouver,98661.0,West,OFF-AR-10002956,Office Supplies,Art,Boston 16801 Nautilus Battery Pencil Sharpener,44.02,2.0,0.0,11.4452,Boston 16801 Nautilus Battery Pencil Sharpener,4 days,0.25999999999999995,4.0
1002,CA-2015-124891,2015-07-31,2015-07-31,Same Day,1f07e41c5a310fda2c158f4a6760f4b7732a0f24c20db3466a661802b9b07bf9,Consumer,United States,New York City,New York City,10024.0,East,TEC-AC-10003033,Technology,Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,40.74,7.0,0.0,7.2576,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,0 days,0.1781443298969072,0.0
1003,CA-2015-124891,2015-07-31,2015-07-31,Same Day,1f07e41c5a310fda2c158f4a6760f4b7732a0f24c20db3466a661802b9b07bf9,Consumer,United States,New York City,New York City,10024.0,East,FUR-TA-10002903,Furniture,Tables,"Bevis Round Bullnose 29"" High Table Top",40.74,7.0,0.4,7.2576,"Bevis Round Bullnose 29"" High Table Top",0 days,0.1781443298969072,0.0
1004,CA-2015-124891,2015-07-31,2015-07-31,Same Day,1f07e41c5a310fda2c158f4a6760f4b7732a0f24c20db3466a661802b9b07bf9,Consumer,United States,New York City,New York City,10024.0.0,East,OFF-PA-10004621,Office Supplies,Paper,Xerox 212,19.44,3.0,0.0,9.3312,Xerox 212,0 days,0.48000000000000004,0.0
1005,CA-2015-126445,2015-08-27,2015-08-31,Standard Class,1200bba41e2048d080096176a859ce3f6c9c61235d6ff3f3bee15a0cca45956f,Consumer,United States,Murrieta,Murrieta,92563.0,West,OFF-ST-10000046,Office Supplies,Storage,Fellowes Super Stor/Drawer Files,484.65,3.0,0.0,7.2576,Fellowes Super Stor/Drawer Files,4 days,0.014974930362116992,4.0
1006,CA-2015-111199,2015-11-13,2015-11-17,Standard Class,93264b202c64a721882b9d6a0341f95fadea2b416cfa16ded99a35585095b8de,Consumer,United States,Jacksonville,Jacksonville,28540.0,South,OFF-PA-10001790,Office Supplies,Paper,Xerox 1910,115.296,3.0,0.2,40.3536,Xerox 1910,4 days,0.35,4.0
1007,CA-2015-105312,2015-11-06,2015-11-09,First Class,f2ce20cf125c39b450ff8cf8517619f622cf753c59fb223f177c6f7f1165676f,Consumer,United States,Scottsdale,Scottsdale,85254.0,West,OFF-EN-10002600,Office Supplies,Envelopes,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",7.08,3.0,0.2,2.478,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",3 days,0.35000000000000003,3.0
1008,CA-2015-105312,2015-11-06,2015-11-09,First Class,f2ce20cf125c39b450ff8cf8517619f622cf753c59fb223f177c6f7f1165676f,Consumer,United States,Scottsdale,Scottsdale,85254.0,West,OFF-BI-10002049,Office Supplies,Binders,UniKeep View Case Binders,4.401,3.0,0.0,-3.5208,UniKeep View Case Binders,3 days,-0.8,3.0
1009,US-2017-106705,2017-12-26,2018-01-01,Standard Class,e105a2263af9b22edd50627f92a9777ea54fd28b9c75fa0b7c3d476e080d9a64,Consumer,United States,Burlington,Burlington,52601.0,Central,OFF-PA-10001509,Office Supplies,Paper,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",44.75,5.0,0.0,20.585,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",6 days,0.46,6.0
1010,CA-2017-135034,2017-08-01,2017-08-03,First Class,eb34d810bb5a3c11531b39288a09ba65276ac3677c2e89c6328352c217649075,Consumer,United States,Chicago,Chicago,60653.0,Central,TEC-PH-10003931,Technology,Phones,JBL Micro Wireless Portable Bluetooth Speaker,95.984,2.0,0.2,5.999,JBL Micro Wireless Portable Bluetooth Speaker,2 days,0.0625,2.0
1011,CA-2014-158540,2014-11-24,2014-11-26,First Class,f1b8c08638f6c4d091ec43b31dd4f8eb6441381460f2d2886b884d7fcb940f55,Consumer,United States,San Diego,San Diego,92037.0,West,FUR-FU-10001602,Furniture,Furnishings,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",151.72,4.0,0.0,27.3096,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",2 days,0.18,2.0
1012,CA-2017-118437,2017-06-17,2017-06-21,Second Class,88e780296873c748aa44e54927705015a1c0680af00fb325c780701ee423094e,Consumer,United States,Olympia,Olympia,98502.0,West,FUR-FU-10004848,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",155.25,3.0,0.0,46.575,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",4 days,0.30000000000000004,4.0
1013,CA-2017-118437,2017-06-17,2017-06-21,Second Class,88e780296873c748aa44e54927705015a1c0680af00fb325c780701ee423094e,Consumer,United States,Olympia,Olympia,98502.0,West,OFF-ST-10003722,Office Supplies,Storage,Project Tote Personal File,14.03,1.0,0.0,4.0687,Project Tote Personal File,4 days,0.29,4.0
1014,US-2015-126214,2015-12-21,2015-12-24,Second Class,a95d89a3357d8117cab449b80c0e1b0a96e2ab0cc0dbc9c1494b2a84df84f778,Consumer,United States,Seattle,Seattle,98103.0,West,FUR-TA-10003748,Furniture,Tables,Bevis 36 x 72 Conference Tables,40.74,13.0,0.0,7.2576,Bevis 36 x 72 Conference Tables,3 days,0.1781443298969072,3.0
1015,US-2015-126214,2015-12-21,2015-12-24,Second Class,a95d89a3357d8117cab449b80c0e1b0a96e2ab0cc0dbc9c1494b2a84df84f778,Consumer,United States,Seattle,Seattle,98103.0,West,TEC-AC-10003198,Technology,Accessories,Enermax Acrylux Wireless Keyboard,99.6,1.0,0.0,36.852,Enermax Acrylux Wireless Keyboard,3 days,0.37,3.0
1016,CA-2015-133025,2015-09-17,2015-09-19,Second Class,30a9dceb5f733baff74883ab3968ad7c64d7b060e1af9bed4b25aa6c41b8f707,Home Office,United States,Los Angeles,Los Angeles,90036.0,West,OFF-PA-10004100,Office Supplies,Paper,Xerox 216,32.4,5.0,0.0,15.552,Xerox 216,2 days,0.48,2.0
1017,CA-2015-108665,2015-07-06,2015-07-10,Standard Class,a971ce461c8dc53f18a68f38262a57ccd7f4999f8c35d7d27d355423c79b46b3,Corporate,United States,New York City,New York City,10011.0,East,FUR-FU-10002191,Furniture,Furnishings,G.E. Halogen Desk Lamp Bulbs,13.96,2.0,0.0,6.7008,G.E. Halogen Desk Lamp Bulbs,4 days,0.48,4.0
1018,CA-2015-108665,2015-07-06,2015-07-10,Standard Class,a971ce461c8dc53f18a68f38262a57ccd7f4999f8c35d7d27d355423c79b46b3,Corporate,United States,New York City,New York City,10011.0.0,East,FUR-FU-10000965,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",155.82,3.0,0.0,63.8862,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",4 days,0.41000000000000003,4.0
1019,CA-2015-108665,2015-07-06,2015-07-10,Standard Class,a971ce461c8dc53f18a68f38262a57ccd7f4999f8c35d7d27d355423c79b46b3,Corporate,United States,New York City,New York City,10011.0,East,TEC-PH-10004188,Technology,Phones,OtterBox Commuter Series Case - Samsung Galaxy S4,124.95,5.0,0.0,2.499,OtterBox Commuter Series Case - Samsung Galaxy S4,4 days,0.02,4.0
1020,CA-2015-108665,2015-07-06,2015-07-10,Standard Class,a971ce461c8dc53f18a68f38262a57ccd7f4999f8c35d7d27d355423c79b46b3,Corporate,United States,New York City,New York City,10011.0,East,OFF-ST-10001526,Office Supplies,Storage,Iceberg Mobile Mega Data/Printer Cart ,40.74,5.0,0.0,7.2576,Iceberg Mobile Mega Data/Printer Cart ,4 days,0.1781443298969072,4.0
1021,CA-2015-124450,2015-04-27,2015-05-03,Standard Class,ab4294ca26aebd391c68a3bd909cd38745b1887c6553fceb047d5e127ea42699,Consumer,United States,Washington,Washington,20016.0,East,OFF-AR-10001166,Office Supplies,Art,Staples in misc. colors,22.74,3.0,0.0,8.8686,Staples in misc. colors,6 days,0.39000000000000007,6.0
1022,CA-2015-124450,2015-04-27,2015-05-03,Standard Class,ab4294ca26aebd391c68a3bd909cd38745b1887c6553fceb047d5e127ea42699,Consumer,United States,Washington,Washington,20016.0,East,FUR-CH-10000309,Furniture,Chairs,Global Comet Stacking Arm Chair,40.74,3.0,0.0,7.2576,Global Comet Stacking Arm Chair,6 days,0.1781443298969072,6.0
1023,CA-2015-124450,2015-04-27,2015-05-03,Standard Class,ab4294ca26aebd391c68a3bd909cd38745b1887c6553fceb047d5e127ea42699,Consumer,United States,Washington,Washington,20016.0,East,TEC-MA-10004212,Technology,Machines,Cisco SPA525G2 5-Line IP Phone,40.74,8.0,0.0,7.2576,Cisco SPA525G2 5-Line IP Phone,6 days,0.1781443298969072,6.0
1024,CA-2015-167269,2015-06-16,2015-06-20,Standard Class,9a124d43184ccec31548b4e11612baad0b7462420cf3fb6a31b9b4de8e70ef63,Consumer,United States,Philadelphia,Philadelphia,19134.0,East,OFF-EN-10003072,Office Supplies,Envelopes,Peel & Seel Envelopes,6.208,2.0,0.2,2.1728,Peel & Seel Envelopes,4 days,0.35,4.0
1025,CA-2017-106964,2017-12-17,2017-12-20,First Class,1d85f87d30ee3dbb594f86536226ad05637bd7479b0e9636b3b8886dd59e2a05,Home Office,United States,Los Angeles,Los Angeles,90045.0,West,OFF-BI-10000320,Office Supplies,Binders,GBC Plastic Binding Combs,11.808,2.0,0.2,4.2804,GBC Plastic Binding Combs,3 days,0.36250000000000004,3.0
1026,CA-2016-126529,2016-01-11,2016-01-13,Second Class,d7b42cd007c7d94f52deff1d6baa23d28dcecee3cd85e8cf0c59a108831d1ec1,Home Office,United States,Springfield,Springfield,45503.0,East,OFF-PA-10001166,Office Supplies,Paper,Xerox 2,15.552,3.0,0.2,5.4432,Xerox 2,2 days,0.35000000000000003,2.0
1027,CA-2016-126529,2016-01-11,2016-01-13,Second Class,d7b42cd007c7d94f52deff1d6baa23d28dcecee3cd85e8cf0c59a108831d1ec1,Home Office,United States,Springfield,Springfield,45503.0,East,OFF-PA-10003656,Office Supplies,Paper,Xerox 1935,63.312,3.0,0.2,20.5764,Xerox 1935,2 days,0.325,2.0
1028,CA-2016-126529,2016-01-11,2016-01-13,Second Class,d7b42cd007c7d94f52deff1d6baa23d28dcecee3cd85e8cf0c59a108831d1ec1,Home Office,United States,Springfield,Springfield,45503.0,East,TEC-PH-10000148,Technology,Phones,Cyber Acoustics AC-202b Speech Recognition Stereo Headset,15.588,2.0,0.4,-9.8724,Cyber Acoustics AC-202b Speech Recognition Stereo Headset,2 days,-0.6333333333333334,2.0
1029,CA-2014-163552,2014-07-11,2014-07-15,Standard Class,ee46b0a165e2c84bf864146f949bfb307fa113920e5ec290fd4f03cc2b243dd8,Corporate,United States,Hackensack,Hackensack,7601.0,East,OFF-PA-10000474,Office Supplies,Paper,Easy-staple paper,177.2,5.0,0.0,7.2576,Easy-staple paper,4 days,0.04095711060948082,4.0
1030,CA-2014-163552,2014-07-11,2014-07-15,Standard Class,ee46b0a165e2c84bf864146f949bfb307fa113920e5ec290fd4f03cc2b243dd8,Corporate,United States,Hackensack,Hackensack,7601.0,East,TEC-PH-10003885,Technology,Phones,Cisco SPA508G,197.97,3.0,0.0,57.4113,Cisco SPA508G,4 days,0.29,4.0
